time_lsl,t_device,x_mG,y_mG,z_mG,device,seq,fs,range_g
222974.66766764352,1756024866.391058,-800,64,479,H10,11,50.0,4
222974.6876676435,1756024866.391058,-800,64,479,H10,11,50.0,4
222974.70766764352,1756024866.391058,-799,59,476,H10,11,50.0,4
222974.7276676435,1756024866.391058,-803,55,475,H10,11,50.0,4
222974.7476676435,1756024866.391058,-804,49,480,H10,11,50.0,4
222974.76766764352,1756024866.391058,-806,53,475,H10,11,50.0,4
222974.7507257374,1756024867.077568,-802,55,475,H10,12,50.0,4
222974.77072573738,1756024867.077568,-798,58,476,H10,12,50.0,4
222974.7907257374,1756024867.077568,-799,62,475,H10,12,50.0,4
222974.8107257374,1756024867.077568,-799,61,475,H10,12,50.0,4
222974.83072573738,1756024867.077568,-800,59,477,H10,12,50.0,4
222974.8507257374,1756024867.077568,-802,56,477,H10,12,50.0,4
222974.8707257374,1756024867.077568,-804,56,478,H10,12,50.0,4
222974.8907257374,1756024867.077568,-804,57,475,H10,12,50.0,4
222974.9107257374,1756024867.077568,-801,59,474,H10,12,50.0,4
222974.9307257374,1756024867.077568,-799,57,473,H10,12,50.0,4
222974.9507257374,1756024867.077568,-799,62,475,H10,12,50.0,4
222974.9707257374,1756024867.077568,-801,61,474,H10,12,50.0,4
222974.99072573739,1756024867.077568,-804,63,473,H10,12,50.0,4
222975.0107257374,1756024867.077568,-803,62,472,H10,12,50.0,4
222975.0307257374,1756024867.077568,-801,63,475,H10,12,50.0,4
222975.05072573738,1756024867.077568,-801,67,473,H10,12,50.0,4
222975.0707257374,1756024867.077568,-798,66,474,H10,12,50.0,4
222975.0907257374,1756024867.077568,-799,64,478,H10,12,50.0,4
222975.11072573738,1756024867.077568,-803,61,477,H10,12,50.0,4
222975.1307257374,1756024867.077568,-804,60,477,H10,12,50.0,4
222975.1507257374,1756024867.077568,-802,60,477,H10,12,50.0,4
222975.1707257374,1756024867.077568,-804,59,476,H10,12,50.0,4
222975.1907257374,1756024867.077568,-799,58,475,H10,12,50.0,4
222975.2107257374,1756024867.077568,-798,60,475,H10,12,50.0,4
222975.2307257374,1756024867.077568,-800,58,474,H10,12,50.0,4
222975.2507257374,1756024867.077568,-800,60,472,H10,12,50.0,4
222975.27072573738,1756024867.077568,-800,61,472,H10,12,50.0,4
222975.2907257374,1756024867.077568,-802,59,474,H10,12,50.0,4
222975.3107257374,1756024867.077568,-801,63,476,H10,12,50.0,4
222975.33072573738,1756024867.077568,-801,62,476,H10,12,50.0,4
222975.3507257374,1756024867.077568,-803,60,476,H10,12,50.0,4
222975.3707257374,1756024867.077568,-809,63,468,H10,12,50.0,4
222975.3907257374,1756024867.077568,-799,64,471,H10,12,50.0,4
222975.4107257374,1756024867.077568,-797,57,476,H10,12,50.0,4
222975.4307257374,1756024867.077568,-797,60,481,H10,12,50.0,4
222975.4507257374,1756024867.077568,-801,67,475,H10,12,50.0,4
222975.46569123893,1756024867.7881598,-804,61,466,H10,13,50.0,4
222975.48569123892,1756024867.7881598,-796,65,478,H10,13,50.0,4
222975.50569123894,1756024867.7881598,-796,68,484,H10,13,50.0,4
222975.52569123893,1756024867.7881598,-806,65,479,H10,13,50.0,4
222975.54569123892,1756024867.7881598,-812,61,473,H10,13,50.0,4
222975.56569123894,1756024867.7881598,-808,60,474,H10,13,50.0,4
222975.58569123893,1756024867.7881598,-803,61,477,H10,13,50.0,4
222975.60569123895,1756024867.7881598,-799,62,480,H10,13,50.0,4
222975.62569123894,1756024867.7881598,-799,62,479,H10,13,50.0,4
222975.64569123893,1756024867.7881598,-800,63,478,H10,13,50.0,4
222975.66569123894,1756024867.7881598,-797,62,474,H10,13,50.0,4
222975.68569123893,1756024867.7881598,-799,62,476,H10,13,50.0,4
222975.70569123892,1756024867.7881598,-799,61,480,H10,13,50.0,4
222975.72569123894,1756024867.7881598,-803,59,478,H10,13,50.0,4
222975.74569123893,1756024867.7881598,-807,59,475,H10,13,50.0,4
222975.76569123892,1756024867.7881598,-800,61,480,H10,13,50.0,4
222975.78569123894,1756024867.7881598,-796,60,480,H10,13,50.0,4
222975.80569123893,1756024867.7881598,-798,59,482,H10,13,50.0,4
222975.82569123892,1756024867.7881598,-800,61,484,H10,13,50.0,4
222975.84569123894,1756024867.7881598,-798,59,482,H10,13,50.0,4
222975.86569123893,1756024867.7881598,-800,57,479,H10,13,50.0,4
222975.88569123895,1756024867.7881598,-798,59,479,H10,13,50.0,4
222975.90569123894,1756024867.7881598,-796,60,479,H10,13,50.0,4
222975.92569123892,1756024867.7881598,-796,61,479,H10,13,50.0,4
222975.94569123894,1756024867.7881598,-797,61,480,H10,13,50.0,4
222975.96569123893,1756024867.7881598,-796,64,480,H10,13,50.0,4
222975.98569123892,1756024867.7881598,-796,62,482,H10,13,50.0,4
222976.00569123894,1756024867.7881598,-797,64,483,H10,13,50.0,4
222976.02569123893,1756024867.7881598,-797,63,483,H10,13,50.0,4
222976.04569123892,1756024867.7881598,-797,63,483,H10,13,50.0,4
222976.06569123894,1756024867.7881598,-797,63,482,H10,13,50.0,4
222976.08569123893,1756024867.7881598,-795,65,483,H10,13,50.0,4
222976.10569123895,1756024867.7881598,-796,60,483,H10,13,50.0,4
222976.12569123894,1756024867.7881598,-794,63,482,H10,13,50.0,4
222976.14569123893,1756024867.7881598,-795,62,485,H10,13,50.0,4
222976.16569123894,1756024867.7881598,-796,62,485,H10,13,50.0,4
222976.1847941606,1756024868.508168,-796,65,484,H10,14,50.0,4
222976.20479416059,1756024868.508168,-796,65,485,H10,14,50.0,4
222976.2247941606,1756024868.508168,-796,64,485,H10,14,50.0,4
222976.2447941606,1756024868.508168,-796,65,485,H10,14,50.0,4
222976.26479416058,1756024868.508168,-794,62,486,H10,14,50.0,4
222976.2847941606,1756024868.508168,-794,66,486,H10,14,50.0,4
222976.3047941606,1756024868.508168,-793,64,487,H10,14,50.0,4
222976.3247941606,1756024868.508168,-793,62,489,H10,14,50.0,4
222976.3447941606,1756024868.508168,-795,61,488,H10,14,50.0,4
222976.3647941606,1756024868.508168,-796,62,489,H10,14,50.0,4
222976.3847941606,1756024868.508168,-799,65,487,H10,14,50.0,4
222976.4047941606,1756024868.508168,-798,60,484,H10,14,50.0,4
222976.4247941606,1756024868.508168,-793,57,487,H10,14,50.0,4
222976.4447941606,1756024868.508168,-784,58,497,H10,14,50.0,4
222976.4647941606,1756024868.508168,-792,66,488,H10,14,50.0,4
222976.48479416058,1756024868.508168,-792,64,484,H10,14,50.0,4
222976.5047941606,1756024868.508168,-788,69,489,H10,14,50.0,4
222976.5247941606,1756024868.508168,-790,65,495,H10,14,50.0,4
222976.54479416058,1756024868.508168,-798,64,489,H10,14,50.0,4
222976.5647941606,1756024868.508168,-800,64,484,H10,14,50.0,4
222976.5847941606,1756024868.508168,-793,65,483,H10,14,50.0,4
222976.6047941606,1756024868.508168,-788,63,490,H10,14,50.0,4
222976.6247941606,1756024868.508168,-787,64,491,H10,14,50.0,4
222976.6447941606,1756024868.508168,-789,67,491,H10,14,50.0,4
222976.6647941606,1756024868.508168,-789,69,492,H10,14,50.0,4
222976.6847941606,1756024868.508168,-791,69,492,H10,14,50.0,4
222976.70479416059,1756024868.508168,-791,67,489,H10,14,50.0,4
222976.7247941606,1756024868.508168,-788,63,492,H10,14,50.0,4
222976.7447941606,1756024868.508168,-791,64,484,H10,14,50.0,4
222976.76479416058,1756024868.508168,-790,61,477,H10,14,50.0,4
222976.7847941606,1756024868.508168,-782,62,489,H10,14,50.0,4
222976.8047941606,1756024868.508168,-785,66,494,H10,14,50.0,4
222976.8247941606,1756024868.508168,-793,63,493,H10,14,50.0,4
222976.8447941606,1756024868.508168,-795,65,492,H10,14,50.0,4
222976.8647941606,1756024868.508168,-794,62,489,H10,14,50.0,4
222976.8847941606,1756024868.508168,-794,60,493,H10,14,50.0,4
222976.94814366818,1756024869.272544,-792,62,491,H10,15,50.0,4
222976.96814366817,1756024869.272544,-791,64,489,H10,15,50.0,4
222976.9881436682,1756024869.272544,-789,64,491,H10,15,50.0,4
222977.00814366818,1756024869.272544,-790,63,490,H10,15,50.0,4
222977.02814366817,1756024869.272544,-791,66,492,H10,15,50.0,4
222977.0481436682,1756024869.272544,-793,66,491,H10,15,50.0,4
222977.06814366818,1756024869.272544,-793,69,491,H10,15,50.0,4
222977.0881436682,1756024869.272544,-796,69,490,H10,15,50.0,4
222977.10814366819,1756024869.272544,-793,67,488,H10,15,50.0,4
222977.12814366817,1756024869.272544,-793,67,487,H10,15,50.0,4
222977.1481436682,1756024869.272544,-794,66,488,H10,15,50.0,4
222977.16814366818,1756024869.272544,-795,67,488,H10,15,50.0,4
222977.18814366817,1756024869.272544,-793,69,488,H10,15,50.0,4
222977.2081436682,1756024869.272544,-794,68,486,H10,15,50.0,4
222977.22814366818,1756024869.272544,-794,69,486,H10,15,50.0,4
222977.24814366817,1756024869.272544,-794,67,486,H10,15,50.0,4
222977.2681436682,1756024869.272544,-795,67,488,H10,15,50.0,4
222977.28814366818,1756024869.272544,-794,68,487,H10,15,50.0,4
222977.30814366817,1756024869.272544,-796,65,489,H10,15,50.0,4
222977.3281436682,1756024869.272544,-794,68,488,H10,15,50.0,4
222977.34814366818,1756024869.272544,-795,65,486,H10,15,50.0,4
222977.3681436682,1756024869.272544,-795,64,486,H10,15,50.0,4
222977.38814366818,1756024869.272544,-797,66,487,H10,15,50.0,4
222977.40814366817,1756024869.272544,-799,68,481,H10,15,50.0,4
222977.4281436682,1756024869.272544,-797,61,482,H10,15,50.0,4
222977.44814366818,1756024869.272544,-795,61,483,H10,15,50.0,4
222977.46814366817,1756024869.272544,-793,59,489,H10,15,50.0,4
222977.4881436682,1756024869.272544,-797,64,482,H10,15,50.0,4
222977.50814366818,1756024869.272544,-799,63,475,H10,15,50.0,4
222977.52814366817,1756024869.272544,-793,65,484,H10,15,50.0,4
222977.5481436682,1756024869.272544,-791,69,489,H10,15,50.0,4
222977.56814366818,1756024869.272544,-798,68,484,H10,15,50.0,4
222977.5881436682,1756024869.272544,-804,65,479,H10,15,50.0,4
222977.60814366819,1756024869.272544,-801,64,479,H10,15,50.0,4
222977.62814366817,1756024869.272544,-799,62,481,H10,15,50.0,4
222977.6481436682,1756024869.272544,-797,66,480,H10,15,50.0,4
222977.61894975087,1756024869.9456038,-798,69,480,H10,16,50.0,4
222977.63894975086,1756024869.9456038,-797,68,480,H10,16,50.0,4
222977.65894975088,1756024869.9456038,-798,67,480,H10,16,50.0,4
222977.67894975087,1756024869.9456038,-798,66,481,H10,16,50.0,4
222977.69894975086,1756024869.9456038,-798,63,484,H10,16,50.0,4
222977.71894975088,1756024869.9456038,-802,66,482,H10,16,50.0,4
222977.73894975087,1756024869.9456038,-803,63,475,H10,16,50.0,4
222977.7589497509,1756024869.9456038,-798,61,480,H10,16,50.0,4
222977.77894975088,1756024869.9456038,-794,64,483,H10,16,50.0,4
222977.79894975087,1756024869.9456038,-799,64,484,H10,16,50.0,4
222977.8189497509,1756024869.9456038,-800,61,483,H10,16,50.0,4
222977.83894975088,1756024869.9456038,-798,63,481,H10,16,50.0,4
222977.85894975087,1756024869.9456038,-801,60,480,H10,16,50.0,4
222977.87894975088,1756024869.9456038,-802,62,476,H10,16,50.0,4
222977.89894975087,1756024869.9456038,-799,63,474,H10,16,50.0,4
222977.91894975086,1756024869.9456038,-798,63,477,H10,16,50.0,4
222977.93894975088,1756024869.9456038,-800,65,478,H10,16,50.0,4
222977.95894975087,1756024869.9456038,-799,65,478,H10,16,50.0,4
222977.97894975086,1756024869.9456038,-799,65,477,H10,16,50.0,4
222977.99894975088,1756024869.9456038,-800,63,479,H10,16,50.0,4
222978.01894975087,1756024869.9456038,-799,66,478,H10,16,50.0,4
222978.0389497509,1756024869.9456038,-800,64,477,H10,16,50.0,4
222978.05894975088,1756024869.9456038,-799,63,479,H10,16,50.0,4
222978.07894975087,1756024869.9456038,-800,63,477,H10,16,50.0,4
222978.09894975089,1756024869.9456038,-800,63,479,H10,16,50.0,4
222978.11894975087,1756024869.9456038,-801,61,477,H10,16,50.0,4
222978.13894975086,1756024869.9456038,-799,63,478,H10,16,50.0,4
222978.15894975088,1756024869.9456038,-801,62,478,H10,16,50.0,4
222978.17894975087,1756024869.9456038,-798,63,476,H10,16,50.0,4
222978.19894975086,1756024869.9456038,-801,61,476,H10,16,50.0,4
222978.21894975088,1756024869.9456038,-800,62,476,H10,16,50.0,4
222978.23894975087,1756024869.9456038,-800,62,476,H10,16,50.0,4
222978.2589497509,1756024869.9456038,-800,62,478,H10,16,50.0,4
222978.27894975088,1756024869.9456038,-800,61,477,H10,16,50.0,4
222978.29894975087,1756024869.9456038,-801,62,478,H10,16,50.0,4
222978.3189497509,1756024869.9456038,-801,64,479,H10,16,50.0,4
222978.34327534473,1756024870.666967,-800,62,479,H10,17,50.0,4
222978.36327534472,1756024870.666967,-798,62,480,H10,17,50.0,4
222978.38327534474,1756024870.666967,-806,69,475,H10,17,50.0,4
222978.40327534472,1756024870.666967,-805,67,471,H10,17,50.0,4
222978.4232753447,1756024870.666967,-797,62,478,H10,17,50.0,4
222978.44327534473,1756024870.666967,-796,60,481,H10,17,50.0,4
222978.46327534472,1756024870.666967,-800,65,477,H10,17,50.0,4
222978.48327534474,1756024870.666967,-803,64,469,H10,17,50.0,4
222978.50327534473,1756024870.666967,-797,62,473,H10,17,50.0,4
222978.52327534472,1756024870.666967,-793,66,482,H10,17,50.0,4
222978.54327534474,1756024870.666967,-799,64,481,H10,17,50.0,4
222978.56327534473,1756024870.666967,-809,61,473,H10,17,50.0,4
222978.58327534472,1756024870.666967,-807,60,469,H10,17,50.0,4
222978.60327534474,1756024870.666967,-802,59,473,H10,17,50.0,4
222978.62327534473,1756024870.666967,-799,58,476,H10,17,50.0,4
222978.64327534472,1756024870.666967,-801,62,476,H10,17,50.0,4
222978.66327534473,1756024870.666967,-802,62,476,H10,17,50.0,4
222978.68327534472,1756024870.666967,-801,63,476,H10,17,50.0,4
222978.7032753447,1756024870.666967,-801,62,476,H10,17,50.0,4
222978.72327534473,1756024870.666967,-801,63,473,H10,17,50.0,4
222978.74327534472,1756024870.666967,-802,61,478,H10,17,50.0,4
222978.76327534474,1756024870.666967,-803,60,476,H10,17,50.0,4
222978.78327534473,1756024870.666967,-803,58,474,H10,17,50.0,4
222978.80327534472,1756024870.666967,-796,63,477,H10,17,50.0,4
222978.82327534474,1756024870.666967,-799,65,479,H10,17,50.0,4
222978.84327534473,1756024870.666967,-801,64,480,H10,17,50.0,4
222978.86327534472,1756024870.666967,-802,63,480,H10,17,50.0,4
222978.88327534474,1756024870.666967,-802,60,477,H10,17,50.0,4
222978.90327534472,1756024870.666967,-801,60,473,H10,17,50.0,4
222978.9232753447,1756024870.666967,-803,61,470,H10,17,50.0,4
222978.94327534473,1756024870.666967,-801,61,470,H10,17,50.0,4
222978.96327534472,1756024870.666967,-800,63,471,H10,17,50.0,4
222978.98327534474,1756024870.666967,-800,60,473,H10,17,50.0,4
222979.00327534473,1756024870.666967,-799,63,473,H10,17,50.0,4
222979.02327534472,1756024870.666967,-802,63,475,H10,17,50.0,4
222979.04327534474,1756024870.666967,-801,63,474,H10,17,50.0,4
222979.01626701263,1756024871.340578,-802,61,478,H10,18,50.0,4
222979.03626701262,1756024871.340578,-801,60,478,H10,18,50.0,4
222979.05626701264,1756024871.340578,-802,58,478,H10,18,50.0,4
222979.07626701263,1756024871.340578,-801,60,479,H10,18,50.0,4
222979.09626701262,1756024871.340578,-800,61,478,H10,18,50.0,4
222979.11626701264,1756024871.340578,-798,63,478,H10,18,50.0,4
222979.13626701263,1756024871.340578,-798,61,478,H10,18,50.0,4
222979.15626701264,1756024871.340578,-798,59,478,H10,18,50.0,4
222979.17626701263,1756024871.340578,-800,57,476,H10,18,50.0,4
222979.19626701262,1756024871.340578,-801,59,473,H10,18,50.0,4
222979.21626701264,1756024871.340578,-800,59,472,H10,18,50.0,4
222979.23626701263,1756024871.340578,-803,60,473,H10,18,50.0,4
222979.25626701262,1756024871.340578,-806,60,474,H10,18,50.0,4
222979.27626701264,1756024871.340578,-806,61,473,H10,18,50.0,4
222979.29626701263,1756024871.340578,-804,65,475,H10,18,50.0,4
222979.31626701262,1756024871.340578,-801,68,477,H10,18,50.0,4
222979.33626701264,1756024871.340578,-801,65,479,H10,18,50.0,4
222979.35626701263,1756024871.340578,-798,63,478,H10,18,50.0,4
222979.37626701262,1756024871.340578,-799,57,479,H10,18,50.0,4
222979.39626701263,1756024871.340578,-804,57,475,H10,18,50.0,4
222979.41626701262,1756024871.340578,-810,60,468,H10,18,50.0,4
222979.43626701264,1756024871.340578,-799,60,477,H10,18,50.0,4
222979.45626701263,1756024871.340578,-798,59,478,H10,18,50.0,4
222979.47626701262,1756024871.340578,-798,60,480,H10,18,50.0,4
222979.49626701264,1756024871.340578,-802,65,473,H10,18,50.0,4
222979.51626701263,1756024871.340578,-800,62,470,H10,18,50.0,4
222979.53626701262,1756024871.340578,-792,65,476,H10,18,50.0,4
222979.55626701264,1756024871.340578,-797,66,480,H10,18,50.0,4
222979.57626701263,1756024871.340578,-806,65,471,H10,18,50.0,4
222979.59626701262,1756024871.340578,-811,60,464,H10,18,50.0,4
222979.61626701264,1756024871.340578,-807,60,468,H10,18,50.0,4
222979.63626701263,1756024871.340578,-801,63,474,H10,18,50.0,4
222979.65626701264,1756024871.340578,-799,65,480,H10,18,50.0,4
222979.67626701263,1756024871.340578,-800,65,480,H10,18,50.0,4
222979.69626701262,1756024871.340578,-798,66,477,H10,18,50.0,4
222979.71626701264,1756024871.340578,-800,61,475,H10,18,50.0,4
222979.73661164453,1756024872.061185,-805,61,472,H10,19,50.0,4
222979.75661164452,1756024872.061185,-806,55,476,H10,19,50.0,4
222979.77661164454,1756024872.061185,-808,57,476,H10,19,50.0,4
222979.79661164453,1756024872.061185,-805,62,473,H10,19,50.0,4
222979.81661164452,1756024872.061185,-798,68,477,H10,19,50.0,4
222979.83661164454,1756024872.061185,-794,70,478,H10,19,50.0,4
222979.85661164453,1756024872.061185,-798,67,479,H10,19,50.0,4
222979.87661164455,1756024872.061185,-802,65,475,H10,19,50.0,4
222979.89661164454,1756024872.061185,-805,61,473,H10,19,50.0,4
222979.91661164453,1756024872.061185,-807,58,473,H10,19,50.0,4
222979.93661164455,1756024872.061185,-806,62,470,H10,19,50.0,4
222979.95661164453,1756024872.061185,-800,67,471,H10,19,50.0,4
222979.97661164452,1756024872.061185,-798,69,474,H10,19,50.0,4
222979.99661164454,1756024872.061185,-796,70,474,H10,19,50.0,4
222980.01661164453,1756024872.061185,-798,67,476,H10,19,50.0,4
222980.03661164452,1756024872.061185,-801,63,475,H10,19,50.0,4
222980.05661164454,1756024872.061185,-805,61,475,H10,19,50.0,4
222980.07661164453,1756024872.061185,-805,62,477,H10,19,50.0,4
222980.09661164452,1756024872.061185,-803,60,473,H10,19,50.0,4
222980.11661164454,1756024872.061185,-800,63,478,H10,19,50.0,4
222980.13661164453,1756024872.061185,-800,63,478,H10,19,50.0,4
222980.15661164455,1756024872.061185,-799,65,475,H10,19,50.0,4
222980.17661164454,1756024872.061185,-801,64,475,H10,19,50.0,4
222980.19661164453,1756024872.061185,-800,62,472,H10,19,50.0,4
222980.21661164454,1756024872.061185,-800,60,474,H10,19,50.0,4
222980.23661164453,1756024872.061185,-800,58,475,H10,19,50.0,4
222980.25661164452,1756024872.061185,-802,61,475,H10,19,50.0,4
222980.27661164454,1756024872.061185,-802,63,475,H10,19,50.0,4
222980.29661164453,1756024872.061185,-802,63,475,H10,19,50.0,4
222980.31661164452,1756024872.061185,-803,62,475,H10,19,50.0,4
222980.33661164454,1756024872.061185,-803,63,475,H10,19,50.0,4
222980.35661164453,1756024872.061185,-802,64,473,H10,19,50.0,4
222980.37661164455,1756024872.061185,-800,63,474,H10,19,50.0,4
222980.39661164454,1756024872.061185,-799,64,474,H10,19,50.0,4
222980.41661164453,1756024872.061185,-801,66,475,H10,19,50.0,4
222980.43661164455,1756024872.061185,-800,67,475,H10,19,50.0,4
222980.5023051124,1756024872.825088,-804,65,474,H10,20,50.0,4
222980.5223051124,1756024872.825088,-804,62,477,H10,20,50.0,4
222980.5423051124,1756024872.825088,-809,65,469,H10,20,50.0,4
222980.5623051124,1756024872.825088,-803,62,470,H10,20,50.0,4
222980.5823051124,1756024872.825088,-797,56,477,H10,20,50.0,4
222980.6023051124,1756024872.825088,-798,57,482,H10,20,50.0,4
222980.6223051124,1756024872.825088,-802,65,477,H10,20,50.0,4
222980.64230511241,1756024872.825088,-805,62,467,H10,20,50.0,4
222980.6623051124,1756024872.825088,-797,65,474,H10,20,50.0,4
222980.6823051124,1756024872.825088,-795,67,482,H10,20,50.0,4
222980.7023051124,1756024872.825088,-805,65,477,H10,20,50.0,4
222980.7223051124,1756024872.825088,-812,63,471,H10,20,50.0,4
222980.7423051124,1756024872.825088,-808,61,471,H10,20,50.0,4
222980.7623051124,1756024872.825088,-802,61,475,H10,20,50.0,4
222980.7823051124,1756024872.825088,-798,65,478,H10,20,50.0,4
222980.8023051124,1756024872.825088,-800,66,478,H10,20,50.0,4
222980.8223051124,1756024872.825088,-800,66,478,H10,20,50.0,4
222980.8423051124,1756024872.825088,-800,65,477,H10,20,50.0,4
222980.8623051124,1756024872.825088,-802,65,474,H10,20,50.0,4
222980.8823051124,1756024872.825088,-805,64,475,H10,20,50.0,4
222980.9023051124,1756024872.825088,-803,65,478,H10,20,50.0,4
222980.9223051124,1756024872.825088,-806,64,475,H10,20,50.0,4
222980.9423051124,1756024872.825088,-800,60,474,H10,20,50.0,4
222980.9623051124,1756024872.825088,-795,61,477,H10,20,50.0,4
222980.9823051124,1756024872.825088,-798,62,480,H10,20,50.0,4
222981.0023051124,1756024872.825088,-798,63,482,H10,20,50.0,4
222981.0223051124,1756024872.825088,-800,62,481,H10,20,50.0,4
222981.0423051124,1756024872.825088,-800,62,483,H10,20,50.0,4
222981.0623051124,1756024872.825088,-800,63,477,H10,20,50.0,4
222981.0823051124,1756024872.825088,-798,62,477,H10,20,50.0,4
222981.1023051124,1756024872.825088,-797,61,480,H10,20,50.0,4
222981.1223051124,1756024872.825088,-796,61,481,H10,20,50.0,4
222981.14230511241,1756024872.825088,-796,63,483,H10,20,50.0,4
222981.1623051124,1756024872.825088,-798,64,482,H10,20,50.0,4
222981.1823051124,1756024872.825088,-799,66,482,H10,20,50.0,4
222981.2023051124,1756024872.825088,-798,67,481,H10,20,50.0,4
222981.17784594983,1756024873.501511,-798,62,481,H10,21,50.0,4
222981.19784594982,1756024873.501511,-797,63,481,H10,21,50.0,4
222981.21784594984,1756024873.501511,-796,61,481,H10,21,50.0,4
222981.23784594983,1756024873.501511,-796,63,482,H10,21,50.0,4
222981.25784594982,1756024873.501511,-796,66,484,H10,21,50.0,4
222981.27784594984,1756024873.501511,-798,66,484,H10,21,50.0,4
222981.29784594983,1756024873.501511,-795,65,484,H10,21,50.0,4
222981.31784594984,1756024873.501511,-795,66,483,H10,21,50.0,4
222981.33784594983,1756024873.501511,-795,62,483,H10,21,50.0,4
222981.35784594982,1756024873.501511,-795,63,484,H10,21,50.0,4
222981.37784594984,1756024873.501511,-794,62,483,H10,21,50.0,4
222981.39784594983,1756024873.501511,-795,61,488,H10,21,50.0,4
222981.41784594982,1756024873.501511,-796,62,489,H10,21,50.0,4
222981.43784594984,1756024873.501511,-796,61,488,H10,21,50.0,4
222981.45784594983,1756024873.501511,-797,62,487,H10,21,50.0,4
222981.47784594982,1756024873.501511,-793,62,490,H10,21,50.0,4
222981.49784594984,1756024873.501511,-793,67,490,H10,21,50.0,4
222981.51784594983,1756024873.501511,-795,63,490,H10,21,50.0,4
222981.53784594982,1756024873.501511,-794,62,490,H10,21,50.0,4
222981.55784594984,1756024873.501511,-795,67,490,H10,21,50.0,4
222981.57784594983,1756024873.501511,-797,66,483,H10,21,50.0,4
222981.59784594984,1756024873.501511,-794,61,486,H10,21,50.0,4
222981.61784594983,1756024873.501511,-786,62,496,H10,21,50.0,4
222981.63784594982,1756024873.501511,-787,67,497,H10,21,50.0,4
222981.65784594984,1756024873.501511,-792,69,484,H10,21,50.0,4
222981.67784594983,1756024873.501511,-789,68,493,H10,21,50.0,4
222981.69784594982,1756024873.501511,-789,67,498,H10,21,50.0,4
222981.71784594984,1756024873.501511,-793,66,496,H10,21,50.0,4
222981.73784594983,1756024873.501511,-799,67,486,H10,21,50.0,4
222981.75784594982,1756024873.501511,-792,65,483,H10,21,50.0,4
222981.77784594984,1756024873.501511,-785,64,486,H10,21,50.0,4
222981.79784594983,1756024873.501511,-782,65,489,H10,21,50.0,4
222981.81784594984,1756024873.501511,-785,65,489,H10,21,50.0,4
222981.83784594983,1756024873.501511,-786,67,487,H10,21,50.0,4
222981.85784594982,1756024873.501511,-789,66,484,H10,21,50.0,4
222981.87784594984,1756024873.501511,-789,68,485,H10,21,50.0,4
222981.8741865989,1756024874.195993,-790,66,492,H10,22,50.0,4
222981.8941865989,1756024874.195993,-793,68,496,H10,22,50.0,4
222981.9141865989,1756024874.195993,-796,66,491,H10,22,50.0,4
222981.9341865989,1756024874.195993,-790,65,492,H10,22,50.0,4
222981.9541865989,1756024874.195993,-784,65,499,H10,22,50.0,4
222981.9741865989,1756024874.195993,-791,66,494,H10,22,50.0,4
222981.9941865989,1756024874.195993,-794,67,489,H10,22,50.0,4
222982.0141865989,1756024874.195993,-794,67,484,H10,22,50.0,4
222982.0341865989,1756024874.195993,-792,62,485,H10,22,50.0,4
222982.0541865989,1756024874.195993,-793,64,489,H10,22,50.0,4
222982.0741865989,1756024874.195993,-791,68,488,H10,22,50.0,4
222982.0941865989,1756024874.195993,-790,72,486,H10,22,50.0,4
222982.1141865989,1756024874.195993,-789,71,487,H10,22,50.0,4
222982.1341865989,1756024874.195993,-789,69,489,H10,22,50.0,4
222982.1541865989,1756024874.195993,-792,68,488,H10,22,50.0,4
222982.1741865989,1756024874.195993,-794,66,490,H10,22,50.0,4
222982.1941865989,1756024874.195993,-795,65,491,H10,22,50.0,4
222982.2141865989,1756024874.195993,-795,67,491,H10,22,50.0,4
222982.2341865989,1756024874.195993,-795,70,490,H10,22,50.0,4
